Codigo_Pro|Nombre|Marca|Descripcion|Moneda|Precio|Precio_Valido_Hasta|Url_producto|Url_Imagen|Almacen|Cantidad|Fecha|Categoria
13378|arroz florhuila x 5 kg|FLORHUILA|Disfruta el delicioso sabor del arroz descascarado al cual se le ha eliminado totalmente por elaboración el germen y el salvado con adición de vitamina A y ácido folico.|COP|21990|2023-08-28T22:06:26Z|https://www.tiendasjumbo.co/arroz-florhuila-x-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186295/7702231000042-on-emp-arroz-florhuila-vitaminas-x5000g.jpg?v=1751582324|Cencosud - Colombia|5 kg|2022-10-07|ARROZ
13379|arroz florhuila x 10 kg|FLORHUILA|Arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|44590|2023-08-28T22:30:15Z|https://www.tiendasjumbo.co/arroz-florhuila-x-10-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186297/7702231000066.jpg?v=1751581618|Cencosud - Colombia|10 kg|2022-10-07|ARROZ
40865|arroz máxima x25 und x500 g cu|MAXIMA MP|Prepara tus platillos favoritos o acompaña tus recetas con este arroz Maxima que ha sido seleccionado para llevar a tu mesa lo mejor.|COP|42590|2023-08-28T22:09:42Z|https://www.tiendasjumbo.co/arroz-maxima-x-25-und-x-500-g-c-u/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/194728/7703616164359-1.jpg?v=1751581900|Cencosud - Colombia|25 und 500 g cu|2022-10-07|ARROZ
57911|arroz diana integral x 1000 g|DIANA|Disfruta del mejor arroz en tu mesa y acompáñalo con tus mejores preparaciones|COP|5490|2023-09-12T20:02:45Z|https://www.tiendasjumbo.co/arroz-diana-integral-x1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/207564/7702511003695.jpg?v=1751581942|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
13412|arroz diana premium x 4000 g|DIANA|Diana Premium es el arroz que siempre te hará quedar bien, ya que es 5 veces seleccionado, pasando por los mas estrictos estándares de calidad, para darte granos mas grandes, blancos, y enteros. Un gusto Premium que puedes disfrutar todos los días|COP|23490|2023-08-28T22:27:34Z|https://www.tiendasjumbo.co/arroz-diana-premium-x-4000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186351/7702511000991.jpg?v=1751581788|Cencosud - Colombia|4 kg|2022-10-07|ARROZ
56415|arroz roa x5 kg|ROA|Arroz*5kg roa|COP|22290|2023-08-28T22:20:14Z|https://www.tiendasjumbo.co/arroz-5kg-roa/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/195419/7702552000516.jpg?v=1751581801|Cencosud - Colombia|5 kg|2022-10-07|ARROZ
56416|arroz roa blanco fortiplus x3000 g|ROA|Arroz roa blanco fortiplus x3000g|COP|12990|2023-08-28T22:06:25Z|https://www.tiendasjumbo.co/arroz-roa-blanco-fortiplus-x3000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/195421/7702552000486.jpg?v=1751581785|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
22007|arroz supremo x 3000 g|SUPREMO|Arroz Supremo  es símbolo de la excelencia del arroz Colombiano, llevalo a tu casa con tan solo un click en tiendasjumbo.co|COP|11790|2023-05-09T22:01:55Z|https://www.tiendasjumbo.co/arroz-supremo-x-3000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191984/7701024000030-20-1.jpg?v=1751570462|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
22039|arroz castellano x 2.5 kg|CASTELLANO|Es el único en Colombia que desde la semilla hasta el empaque es concebido para convertirse en el verdadero aliado en la cocina de los que saben diferenciar lo rico de lo exquisito.|COP|18392|2023-09-12T20:03:13Z|https://www.tiendasjumbo.co/arroz-castellano-x-2-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192033/7702206010908.jpg?v=1751587716|Cencosud - Colombia|2.5 kg|2022-10-07|ARROZ
22009|arroz casanare x 10 kg|CASANARE|El grano de arroz más grande y rendidor. Seleccionado grano a grano desde el cultivo.|COP|41990|2023-08-28T22:20:19Z|https://www.tiendasjumbo.co/arroz-casanare-x-10-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191987/7703308010131-1.jpg?v=1751581797|Cencosud - Colombia|10 kg|2022-10-07|ARROZ
13410|arroz diana premium x 2.5 kg|DIANA|Diana Premium es el arroz que siempre te hará quedar bien, ya que es 5 veces seleccionado, pasando por los mas estrictos estándares de calidad, para darte granos mas grandes, blancos, y enteros. Un gusto Premium que puedes disfrutar todos los días|COP|15590|2023-08-28T22:27:31Z|https://www.tiendasjumbo.co/arroz-diana-premium-x-2-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186349/7702511000748.jpg?v=1751581550|Cencosud - Colombia|2.5 kg|2022-10-07|ARROZ
140195|arroz castellano premium blanco x4000 g|CASTELLANO|Arroz castellano premium blanco x4000g|COP|28792|2023-09-12T20:02:49Z|https://www.tiendasjumbo.co/arroz-castellano-premium-blanco-x4000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/214894/7702206299389.jpg?v=1751588603|Cencosud - Colombia|4 kg|2022-10-07|ARROZ
50669|arroz parbolizado doña pepa 1000 g|DONA PEPA|Arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|6190|2023-09-12T20:02:45Z|https://www.tiendasjumbo.co/arroz-parbolizado-dona-pepa-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/209449/7702231300029-1.jpg?v=1751588638|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
13385|arroz blanco máxima x5 kg|MAXIMA MP|Prepara deliciosas recetas con Arroz blanco maxima.|COP|17590|2023-08-28T22:09:38Z|https://www.tiendasjumbo.co/arroz-blanco-maxima-x-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186305/7703616076515-1.jpg?v=1751587452|Cencosud - Colombia|5 kg|2022-10-07|ARROZ
13377|arroz florhuila x 3 kg|FLORHUILA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|13490|2023-08-28T22:09:31Z|https://www.tiendasjumbo.co/arroz-florhuila-x-3-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186293/7702231000035-Arroz-florhuila-vitaminas-x3000g--1-.jpg?v=1751581638|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
22013|arroz supremo x 1000 g|SUPREMO|Arroz Supremo contiene una mezcla de vitaminas y minerales que contribuyen a la nutrición de tu familia.Contribuye al crecimiento y desarrollo del cuerpo y, ayuda a fortalecer el sistema inmunológico.Contribuye al buen funcionamiento del sistema inmunológico.|COP|3990|2023-05-09T22:04:49Z|https://www.tiendasjumbo.co/arroz-supremo-x-1000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191999/7701024000023-1.jpg?v=1751570463|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
13405|arroz blanco diana premium x 1000 g|DIANA|El nuevo Arroz Diana Premium es un arroz altamente seleccionado. Escogemos los mejores, más blancos y más grandes granos para que lleguen a tu mesa y disfrutes con toda tu familia de un arroz espectacular|COP|5990|2023-05-09T22:02:37Z|https://www.tiendasjumbo.co/arroz-blanco-diana-premium-x-1000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186339/7702511000427.jpg?v=1751581818|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
111866|arroz cuisine&amp;co blanco x3000 g|CUISINE &amp; CO NBE MP|Arroz cuisine&amp;co blanco x3000g|COP|11390|2023-08-28T22:06:43Z|https://www.tiendasjumbo.co/arroz-cuisine-co-blanco-x3000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/213566/7703616275000.jpg?v=1751581621|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
22002|arroz casanare x 5 kg|CASANARE|El grano de arroz más grande y rendidor. Seleccionado grano a grano desde el cultivo.|COP|20990|2023-08-28T22:12:46Z|https://www.tiendasjumbo.co/arroz-casanare-x-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191976/7703308010056-1.jpg?v=1751581897|Cencosud - Colombia|5 kg|2022-10-07|ARROZ
140189|arroz castellano premum jazmin x500 g|CASTELLANO|Arroz castellano premum jazmin x500g|COP|8312|2023-09-12T20:02:49Z|https://www.tiendasjumbo.co/arroz-castellano-premum-jazmin-x500g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/214889/7702511073889.jpg?v=1751581352|Cencosud - Colombia|500 g|2022-10-07|ARROZ
129081|arroz diana premium x10 kg|DIANA|Arroz diana premium x10kg|COP|45490|2023-07-17T22:03:41Z|https://www.tiendasjumbo.co/arroz-diana-premium-x10kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/211638/7702206411699.jpg?v=1751589296|Cencosud - Colombia|10 kg|2022-10-07|ARROZ
50668|arroz parbolizado doña pepa x 3000 g|DONA PEPA|Arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|18590|2023-09-12T20:02:45Z|https://www.tiendasjumbo.co/arroz-parbolizado-dona-pepa-x-3000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/209444/7702231300036-1.jpg?v=1751581543|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
22037|arroz castellano premium oryzica x 1000 g|CASTELLANO|Es el único en Colombia que desde la semilla hasta el empaque es concebido para convertirse en el verdadero aliado en la cocina de los que saben diferenciar lo rico de lo exquisito.|COP|7832|2023-09-12T20:02:41Z|https://www.tiendasjumbo.co/arroz-castellano-premium-oryzica-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192032/7702206010809.jpg?v=1751581343|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
13390|arroz roa x 1 kg|ROA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|4590|2023-08-28T22:07:31Z|https://www.tiendasjumbo.co/arroz-roa-x-1kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186310/7702552000141.jpg?v=1751582021|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
22024|arroz castellano premium integral oryzica x 1000 g|CASTELLANO|Lleva los mejores granos seleccionados especialmente para ti, incluye este producto en tu plato y ten una experiencia grandiosa.|COP|7992|2023-09-12T20:02:42Z|https://www.tiendasjumbo.co/arroz-castellano-premium-integral-oryzica-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/369623/7702206010861.jpg?v=1751592298|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
140191|arroz castellano premum basmati x500 g|CASTELLANO|Arroz castellano premum basmati x500g|COP|11992|2023-09-12T20:02:49Z|https://www.tiendasjumbo.co/arroz-castellano-premum-basmati-x500g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/214891/7702511400760.jpg?v=1751581765|Cencosud - Colombia|500 g|2022-10-07|ARROZ
22049|arroz supremo premium x2500 g|SUPREMO|Arroz Supremo Premium es símbolo de la excelencia del arroz colombiano. El arroz 100 % seleccionado de grano blanco y largo, que al cocinar crece entero y parejo para darte a ti y a tu familia el sabor natural del mejor arroz de Colombia.|COP|12990|2023-09-12T20:04:03Z|https://www.tiendasjumbo.co/arroz-supremo-premium-x2500-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192040/7701024001143-1.jpg?v=1751581648|Cencosud - Colombia|2.5 kg|2022-10-07|ARROZ
13409|arroz roa 10 x 2.5 kg|ROA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|14390|2023-09-12T20:02:42Z|https://www.tiendasjumbo.co/arroz-roa-10-x-2-5kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186347/7702552200022.jpg?v=1751581798|Cencosud - Colombia|10   2.5 kg|2022-10-07|ARROZ
13384|arroz blanco máxima x3 kg|MAXIMA MP|Prepara deliciosas recetas con Arroz blanco maxima.|COP|10490|2023-08-28T22:12:50Z|https://www.tiendasjumbo.co/arroz-blanco-maxima-x-3-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186303/7703616076522.jpg?v=1751581936|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
28209|arroz diana premium coco x 1000 g|DIANA|Diana Premium es el arroz que siempre te hará quedar bien, ya que es 5 veces seleccionado, pasando por los mas estrictos estándares de calidad, para darte granos mas grandes, blancos, y enteros. Un gusto Premium que puedes disfrutar todos los días|COP|6590|2023-09-12T20:04:15Z|https://www.tiendasjumbo.co/arroz-diana-premium-coco-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/204418/7702511002391.jpg?v=1751581722|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
13402|arroz florhuila platino blanco x 2.5 kg|FLORHUILA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado sometido a una estricta clasificacion la cual permite obtener grano blanco entero con minimos de partido|COP|14390|2023-09-12T20:02:42Z|https://www.tiendasjumbo.co/arroz-florhuila-platino-blanco-x-2-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186333/7702231000189-1.jpg?v=1751581703|Cencosud - Colombia|2.5 kg|2022-10-07|ARROZ
50670|arroz parbolizado doña pepa x 5000 g|DONA PEPA|Arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|30590|2023-09-12T20:02:45Z|https://www.tiendasjumbo.co/arroz-parbolizado-dona-pepa-x-5000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/209453/7702231300043-1.jpg?v=1751582825|Cencosud - Colombia|5 kg|2022-10-07|ARROZ
22012|arroz casanare blanco x 3000 g|CASANARE|Grano más grande y rendidor. Seleccionado grano a grano desde el cultivo. Libre de químicos y preservativos. Bajo en Calorías.|COP|12590|2023-08-28T22:22:19Z|https://www.tiendasjumbo.co/arroz-casanare-blanco-x-3000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191996/7703308010049-1.jpg?v=1751581894|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
140190|arroz castellano premum risotto x500 g|CASTELLANO|Arroz castellano premum risotto x500g|COP|11672|2023-09-12T20:02:49Z|https://www.tiendasjumbo.co/arroz-castellano-premum-risotto-x500g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/214890/7702206048314.jpg?v=1751581340|Cencosud - Colombia|500 g|2022-10-07|ARROZ
166893|arroz federal premium x2500 g|FEDERAL|Acompaña tus comidas con el delicioso arroz Federal premium|COP|14590|2023-07-02T22:03:11Z|https://www.tiendasjumbo.co/arroz-federal-premium-x-2500g-3458392/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/219798/7704277010498.jpg?v=1751582342|Cencosud - Colombia|2.5 kg|2022-10-07|ARROZ
13392|arroz diana fibra x 2500 g|DIANA|Proporciónale todo el amor a tu familia con el delicioso Arroz Diana|COP|13990|2023-09-12T20:02:02Z|https://www.tiendasjumbo.co/arroz-diana-fibra-x-2500-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186318/7702511002216.jpg?v=1751581797|Cencosud - Colombia|2.5 kg|2022-10-07|ARROZ
13394|arroz diana fibra x 4000 g|DIANA|Proporciónale todo el amor a tu familia con el delicioso Arroz Diana|COP|21990|2023-09-12T20:02:02Z|https://www.tiendasjumbo.co/arroz-diana-fibra-x-4000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186320/7702511002223.jpg?v=1751581938|Cencosud - Colombia|4 kg|2022-10-07|ARROZ
22027|arroz castellano tarro x 3 kg|CASTELLANO|Arroz Castellano es el único en Colombia que desde la semilla hasta el empaque es concebido para convertirse en el verdadero aliado en la cocina de los que saben diferenciar lo rico de lo exquisito, gracias a los valores agregados en el producto que han sido potencializados.|COP|24792|2023-09-12T20:06:25Z|https://www.tiendasjumbo.co/arroz-castellano-tarro-x-3-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192018/7702206010984-1.jpg?v=1751581701|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
22004|arroz con vitamina caribe x 5000 g|CARIBE|Arroz blanco enriquecido con vitamina A y ácido fólico|COP|20490|2023-08-28T22:16:28Z|https://www.tiendasjumbo.co/arroz-con-vitamina-caribe-x-5000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191980/7702206011189.jpg?v=1751581532|Cencosud - Colombia|5 kg|2022-10-07|ARROZ
22048|arroz supremo premium x 1000 g|SUPREMO|Arroz Supremo Premium es símbolo de la excelencia del arroz colombiano. El arroz 100 % seleccionado de grano blanco y largo, que al cocinar crece entero y parejo para darte a ti y a tu familia el sabor natural del mejor arroz de Colombia.|COP|5290|2023-09-12T20:02:01Z|https://www.tiendasjumbo.co/arroz-supremo-premium-x-1000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192037/7701024001136-1.jpg?v=1751583376|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
140194|arroz castellano premium sushi x500 g|CASTELLANO|Arroz castellano premium sushi x500g|COP|7192|2023-09-12T20:02:15Z|https://www.tiendasjumbo.co/arroz-castellano-premium-sushi-x500g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/214893/7702206496825.jpg?v=1751581701|Cencosud - Colombia|500 g|2022-10-07|ARROZ
163676|arroz federal premium gourmet x2500 g|FEDERAL|Prueba los mejores productos para ti.|COP|21190|2023-05-19T22:26:11Z|https://www.tiendasjumbo.co/arroz-federal-premium-gourmet-x-2500g-3453911/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/213238/7704277078696.jpg?v=1751581667|Cencosud - Colombia|2.5 kg|2022-10-07|ARROZ
13408|arroz florhuila integral x 1 kg|FLORHUILA|arroz al cual se le ha removido la cascara sin someterlo a ningun proceso posterior de elaboracion o trilla su apriencia es grano entero de color moreno|COP|5990|2023-09-12T20:02:41Z|https://www.tiendasjumbo.co/arroz-florhuila-integral-x-1-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186345/7702231000516.jpg?v=1751585436|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
13388|arroz florhuila x 1 kg|FLORHUILA|arroz descascarado al cual se le ha eliminado totalmente por elaboracion el germen y el salvado con adicion de vitamina A y acido folico|COP|4590|2023-08-28T22:27:28Z|https://www.tiendasjumbo.co/arroz-florhuila-x-1-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186306/7702231000028.jpg?v=1751581639|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
22030|arroz rice salvaje integral x 793.8 g|RICE SELECT|Arroz Rice Salvaje Integral, perfecto para preparar deliciosas recetas y sorprender.|COP|43090|2023-05-19T22:30:55Z|https://www.tiendasjumbo.co/arroz-rice-selec-royal-bl-integ-salv-x-28/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/192019/74401760320-1.jpg?v=1751581648|Cencosud - Colombia|793.8 g|2022-10-07|ARROZ
31848|arroz caribe x 10 kg con vita+|CARIBE|El Arroz Caribe Excelso, se obtiene a partir de granos de arroz descascarados, pulidos, clasificados, sanos, limpios y libres de impurezas. Es un producto natural sin aditivos que mantiene todo el valor nutritivo del arroz. El Arroz Caribe de siempre ahora enriquecido con Vita+ (Vitamina A y Ácido Fólico).|COP|40590|2023-08-28T22:30:46Z|https://www.tiendasjumbo.co/arroz-caribe-x-10kg-con-vita/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/205139/7702206011349.jpg?v=1751581423|Cencosud - Colombia|10 kg|2022-10-07|ARROZ
13393|arroz diana fibra x 1000 g|DIANA|Proporciónale todo el amor a tu familia con el delicioso Arroz Diana|COP|5790|2023-09-12T20:06:04Z|https://www.tiendasjumbo.co/arroz-diana-fibra-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186319/7702511002209.jpg?v=1751581605|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
163680|arroz federal premium gourmet x3500 g|FEDERAL|Prueba los mejores productos para ti.|COP|29990|2023-05-25T22:06:52Z|https://www.tiendasjumbo.co/arroz-federal-premium-gourmet-x-3500g-3453915/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/213240/7704277695701.jpg?v=1751592885|Cencosud - Colombia|3500 g|2022-10-07|ARROZ
55215|arroz roa parbolizado x 3000 g|ROA|Prepara tus mejores recetas con este arroz, con granos cultivados con los mayores estándares de calidad. Ideal para compartir con los que mas quieres.|COP|18290|2023-09-12T20:06:26Z|https://www.tiendasjumbo.co/arroz-roa-parbolizado-x-3000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/195129/7702552010041-1.jpg?v=1751581607|Cencosud - Colombia|3 kg|2022-10-07|ARROZ
205954|arroz diana blanco fideos x460 g|DIANA|Arroz diana blanco fideos x 460g|COP|3190|2023-09-12T20:02:52Z|https://www.tiendasjumbo.co/arroz-diana-blanco-fideos-x-460g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/382384/7702511009765.jpg?v=1751582794|Cencosud - Colombia|460 g|2022-10-07|ARROZ
13398|arroz roa con coco x 300 g|ROA|Arroz con sabores naturales especias y de facil preparacion|COP|6790|2023-01-30T22:02:22Z|https://www.tiendasjumbo.co/arroz-roa-con-coco-x-300g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186327/7702552400149.jpg?v=1751581413|Cencosud - Colombia|300 g|2022-10-07|ARROZ
22011|arroz casanare x 2.5 kg|CASANARE|El grano de arroz más grande y rendidor. Seleccionado grano a grano desde el cultivo.|COP|10990|2023-08-28T22:07:36Z|https://www.tiendasjumbo.co/arroz-casanare-x-2-5-kg/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/191990/7703308010063-1.jpg?v=1751582031|Cencosud - Colombia|2.5 kg|2022-10-07|ARROZ
55216|arroz roa parbolizado x 5000 g|ROA|Prepara tus mejores recetas con este arroz, con granos cultivados con los mayores estándares de calidad. Ideal para compartir con los que mas quieres.|COP|30590|2023-09-12T20:06:26Z|https://www.tiendasjumbo.co/arroz-roa-parbolizado-x-5000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/195134/7702552010065-1.jpg?v=1751581803|Cencosud - Colombia|5 kg|2022-10-07|ARROZ
28204|arroz diana x500 g|DIANA|Arroz Diana x500g|COP|1990|2023-08-28T22:22:15Z|https://www.tiendasjumbo.co/arroz-diana-500g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/400435/7702511000014.jpg?v=1751582733|Cencosud - Colombia|500 g|2022-10-07|ARROZ
13406|arroz roa integral x 1000 g|ROA|arroz al cual se le ha removido la cascara sin someterlo a ningun proceso posterior de elaboracion o trilla su apriencia es grano entero de color moreno|COP|5990|2023-09-12T20:01:59Z|https://www.tiendasjumbo.co/arroz-roa-integral-x-1000-g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/186341/7702552300111.jpg?v=1751581928|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
36932|arroz castellano premium fibra oryzica x 1000 g|CASTELLANO|Lleva los mejores granos seleccionados especialmente para ti, incluye este producto en tu plato y ten una experiencia grandiosa.|COP|7992|2023-09-12T20:01:59Z|https://www.tiendasjumbo.co/arroz-castellano-premium-fibra-oryzica-x-1000g/p|https://jumbocolombiaio.vtexassets.com/arquivos/ids/369624/7702206010854.jpg?v=1751581472|Cencosud - Colombia|1 kg|2022-10-07|ARROZ
